latitude,longitude,elevation_m,slope_deg
25.45,92.8,558.0,8.67
25.45,92.85,322.0,12.43
25.45,92.9,452.0,21.38
25.45,92.95,374.0,8.79
25.45,93.0,220.0,12.49
25.45,93.05,203.0,3.88
25.45,93.1,265.0,6.84
25.45,93.15,190.0,2.87
25.45,93.2,331.0,8.34
25.45,93.25,261.0,13.21
25.45,93.3,282.0,5.74
25.45,93.35,384.0,9.78
25.45,93.4,390.0,3.37
25.45,93.45,511.0,5.59
25.45,93.5,737.0,9.93
25.45,93.55,939.0,17.01
25.45,93.6,1075.0,24.14
25.45,93.65,1347.0,26.82
25.45,93.7,751.0,25.97
25.45,93.75,1658.0,24.23
25.45,93.8,727.0,18.6
25.45,93.85,1460.0,32.65
25.45,93.9,2199.0,11.05
25.45,93.95,859.0,29.81
25.45,94.0,1669.0,24.32
25.45,94.05,1373.0,27.44
25.45,94.1,1358.0,14.94
25.45,94.15,1352.0,14.66
25.45,94.2,1410.0,14.23
25.45,94.25,2103.0,21.24
25.45,94.3,2239.0,32.3
25.45,94.35,1220.0,15.16
25.45,94.4,905.0,12.84
25.45,94.45,1148.0,23.11
25.45,94.5,1184.0,18.98
25.45,94.55,1386.0,19.45
25.45,94.6,1492.0,16.73
25.45,94.65,1705.0,24.33
25.45,94.7,2055.0,12.22
25.45,94.75,1837.0,14.55
25.45,94.8,2421.0,21.02
25.45,94.85,1868.0,42.0
25.45,94.9,1425.0,20.75
25.45,94.95,1458.0,36.13
25.45,95.0,1112.0,10.9
25.45,95.05,817.0,7.75
25.45,95.1,580.0,11.22
25.45,95.15,252.0,5.05
25.45,95.2,250.0,2.69
25.45,95.25,229.0,2.28
25.45,95.3,226.0,3.65
25.45,95.35,220.0,2.5
25.45,95.4,209.0,0.96
25.45,95.45,204.0,0.84
25.45,95.5,197.0,1.09
25.45,95.55,216.0,0.26
25.45,95.6,212.0,0.32
25.45,95.65,211.0,2.47
25.45,95.7,244.0,0.96
25.45,95.75,236.0,2.46
25.45,95.8,249.0,0.64
25.45,95.85,231.0,1.27
25.45,95.9,215.0,3.48
25.45,95.95,287.0,5.67
25.45,96.0,236.0,3.23
25.45,96.05,236.0,5.04
25.45,96.1,334.0,10.97
25.45,96.15,665.0,5.18
25.45,96.2,643.0,22.84
25.45,96.25,417.0,4.21
25.45,96.3,641.0,7.94
25.45,96.35,502.0,12.2
25.45,96.4,315.0,16.54
25.45,96.45,245.0,0.53
25.5,89.5,27.0,0.18
25.5,89.55,24.0,0.28
25.5,89.6,26.0,0.22
25.5,89.65,24.0,0.12
25.5,89.7,21.0,0.19
25.5,89.75,21.0,0.74
25.5,89.8,24.0,0.68
25.5,89.85,24.0,0.29
25.5,89.9,30.0,0.1
25.5,89.95,55.0,3.1
25.5,90.0,89.0,7.04
25.5,90.05,101.0,7.89
25.5,90.1,99.0,4.63
25.5,90.15,136.0,6.12
25.5,90.2,175.0,4.22
25.5,90.25,1207.0,6.95
25.5,90.3,1131.0,5.36
25.5,90.35,1074.0,6.24
25.5,90.4,907.0,7.16
25.5,90.45,682.0,16.1
25.5,90.5,511.0,23.92
25.5,90.55,364.0,10.92
25.5,90.6,256.0,1.92
25.5,90.65,297.0,3.47
25.5,90.7,277.0,11.75
25.5,90.75,355.0,9.73
25.5,90.8,219.0,7.06
25.5,90.85,415.0,7.86
25.5,90.9,563.0,3.99
25.5,90.95,607.0,2.26
25.5,91.0,690.0,7.66
25.5,91.05,823.0,7.31
25.5,91.1,909.0,3.48
25.5,91.15,1167.0,1.31
25.5,91.2,1294.0,3.39
25.5,91.25,1290.0,10.12
25.5,91.3,1586.0,4.69
25.5,91.35,1464.0,2.24
25.5,91.4,1501.0,1.01
25.5,91.45,1587.0,0.48
25.5,91.5,1643.0,8.4
25.5,91.55,1662.0,15.87
25.5,91.6,1661.0,4.19
25.5,91.65,1793.0,6.25
25.5,91.7,1816.0,10.96
25.5,91.75,1721.0,18.96
25.5,91.8,1771.0,5.47
25.5,91.85,1827.0,2.54
25.5,91.9,1771.0,0.05
25.5,91.95,1656.0,10.32
25.5,92.0,1584.0,4.45
25.5,92.05,1271.0,24.31
25.5,92.1,1095.0,9.04
25.5,92.15,1401.0,1.47
25.5,92.2,1285.0,3.44
25.5,92.25,1295.0,2.93
25.5,92.3,1316.0,7.14
25.5,92.35,1302.0,6.74
25.5,92.4,1277.0,5.64
25.5,92.45,1191.0,2.99
25.5,92.5,1055.0,15.8
25.5,92.55,900.0,1.01
25.5,92.6,753.0,2.23
25.5,92.65,735.0,1.4
25.5,92.7,601.0,0.0
25.5,92.75,526.0,10.22
25.5,92.8,460.0,9.21
25.5,92.85,561.0,18.25
25.5,92.9,442.0,14.42
25.5,92.95,229.0,10.72
25.5,93.0,222.0,7.87
25.5,93.05,186.0,2.98
25.5,93.1,160.0,1.51
25.5,93.15,219.0,4.94
25.5,93.2,235.0,3.26
25.5,93.25,326.0,4.15
25.5,93.3,591.0,22.04
25.5,93.35,532.0,5.98
25.5,93.4,535.0,3.72
25.5,93.45,422.0,7.51
25.5,93.5,489.0,3.25
25.5,93.55,509.0,13.25
25.5,93.6,1127.0,23.6
25.5,93.65,1526.0,18.08
25.5,93.7,1535.0,11.61
25.5,93.75,1132.0,28.05
25.5,93.8,675.0,25.86
25.5,93.85,885.0,3.81
25.5,93.9,1255.0,31.14
25.5,93.95,1070.0,15.81
25.5,94.0,1465.0,8.19
25.5,94.05,1933.0,17.74
25.5,94.1,2193.0,26.94
25.5,94.15,1485.0,15.33
25.5,94.2,1600.0,22.56
25.5,94.25,2125.0,20.71
25.5,94.3,1942.0,16.87
25.5,94.35,1667.0,17.83
25.5,94.4,1421.0,18.13
25.5,94.45,1247.0,23.09
25.5,94.5,1346.0,4.91
25.5,94.55,752.0,8.28
25.5,94.6,1106.0,11.46
25.5,94.65,1917.0,25.51
25.5,94.7,1654.0,26.5
25.5,94.75,2751.0,32.57
25.5,94.8,2558.0,14.44
25.5,94.85,1295.0,32.82
25.5,94.9,670.0,25.44
25.5,94.95,893.0,29.89
25.5,95.0,1042.0,32.39
25.5,95.05,1175.0,10.41
25.5,95.1,858.0,27.19
25.5,95.15,773.0,4.25
25.5,95.2,242.0,7.87
25.5,95.25,212.0,5.47
25.5,95.3,211.0,1.37
25.5,95.35,212.0,1.91
25.5,95.4,190.0,1.12
25.5,95.45,200.0,1.88
25.5,95.5,201.0,1.5
25.5,95.55,197.0,1.83
25.5,95.6,207.0,0.4
25.5,95.65,212.0,0.45
25.5,95.7,237.0,4.61
25.5,95.75,209.0,3.43
25.5,95.8,231.0,1.46
25.5,95.85,218.0,0.52
25.5,95.9,233.0,0.75
25.5,95.95,227.0,1.87
25.5,96.0,235.0,0.59
25.5,96.05,181.0,1.34
25.5,96.1,196.0,1.26
25.5,96.15,435.0,8.19
25.5,96.2,619.0,12.89
25.5,96.25,457.0,14.12
25.5,96.3,340.0,6.88
25.5,96.35,603.0,10.02
25.5,96.4,204.0,0.78
25.5,96.45,247.0,4.71
25.55,89.5,26.0,0.3
25.55,89.55,27.0,0.24
25.55,89.6,24.0,0.59
25.55,89.65,24.0,0.27
25.55,89.7,23.0,0.55
25.55,89.75,25.0,0.11
25.55,89.8,24.0,0.3
25.55,89.85,24.0,0.4
25.55,89.9,29.0,0.77
25.55,89.95,60.0,2.7
25.55,90.0,46.0,1.92
25.55,90.05,38.0,0.54
25.55,90.1,47.0,0.15
25.55,90.15,209.0,1.82
25.55,90.2,279.0,5.27
25.55,90.25,739.0,9.3
25.55,90.3,718.0,2.13
25.55,90.35,735.0,4.87
25.55,90.4,464.0,21.84
25.55,90.45,477.0,9.01
25.55,90.5,357.0,0.76
25.55,90.55,273.0,1.95
25.55,90.6,320.0,1.2
25.55,90.65,440.0,2.23
25.55,90.7,330.0,3.51
25.55,90.75,399.0,3.04
25.55,90.8,457.0,6.81
25.55,90.85,627.0,1.7
25.55,90.9,734.0,1.84
25.55,90.95,788.0,1.23
25.55,91.0,791.0,9.73
25.55,91.05,779.0,2.53
25.55,91.1,1021.0,6.25
25.55,91.15,1124.0,2.67
25.55,91.2,1289.0,7.99
25.55,91.25,1328.0,1.79
25.55,91.3,1417.0,2.41
25.55,91.35,1550.0,3.47
25.55,91.4,1691.0,4.33
25.55,91.45,1826.0,5.72
25.55,91.5,1622.0,3.86
25.55,91.55,1713.0,5.25
25.55,91.6,1628.0,1.72
25.55,91.65,1798.0,7.33
25.55,91.7,1795.0,2.44
25.55,91.75,1722.0,5.83
25.55,91.8,1166.0,16.62
25.55,91.85,1743.0,12.26
25.55,91.9,1814.0,8.11
25.55,91.95,1508.0,16.52
25.55,92.0,1297.0,15.12
25.55,92.05,1328.0,3.62
25.55,92.1,1070.0,6.04
25.55,92.15,1276.0,4.89
25.55,92.2,1293.0,1.89
25.55,92.25,1227.0,4.22
25.55,92.3,1135.0,4.8
25.55,92.35,1092.0,13.27
25.55,92.4,948.0,8.13
25.55,92.45,1118.0,2.16
25.55,92.5,999.0,0.82
25.55,92.55,857.0,8.02
25.55,92.6,769.0,12.45
25.55,92.65,742.0,1.6
25.55,92.7,668.0,2.1
25.55,92.75,548.0,10.48
25.55,92.8,411.0,1.82
25.55,92.85,218.0,6.03
25.55,92.9,147.0,1.71
25.55,92.95,246.0,2.86
25.55,93.0,133.0,3.15
25.55,93.05,165.0,2.0
25.55,93.1,173.0,3.78
25.55,93.15,243.0,3.72
25.55,93.2,300.0,1.18
25.55,93.25,305.0,1.93
25.55,93.3,471.0,11.43
25.55,93.35,307.0,3.47
25.55,93.4,410.0,16.25
25.55,93.45,490.0,11.28
25.55,93.5,382.0,1.87
25.55,93.55,372.0,1.09
25.55,93.6,586.0,12.71
25.55,93.65,695.0,11.0
25.55,93.7,731.0,13.59
25.55,93.75,913.0,10.62
25.55,93.8,1022.0,15.28
25.55,93.85,1358.0,37.7
25.55,93.9,1999.0,26.3
25.55,93.95,1385.0,17.97
25.55,94.0,2622.0,17.95
25.55,94.05,2674.0,9.64
25.55,94.1,2315.0,27.62
25.55,94.15,1457.0,10.54
25.55,94.2,1204.0,27.24
25.55,94.25,1296.0,13.75
25.55,94.3,2271.0,10.88
25.55,94.35,2210.0,2.83
25.55,94.4,1618.0,30.45
25.55,94.45,1061.0,22.77
25.55,94.5,1115.0,20.79
25.55,94.55,969.0,20.0
25.55,94.6,1818.0,28.75
25.55,94.65,965.0,23.46
25.55,94.7,2078.0,22.93
25.55,94.75,1610.0,17.49
25.55,94.8,1640.0,23.61
25.55,94.85,2106.0,34.1
25.55,94.9,920.0,32.97
25.55,94.95,1794.0,8.88
25.55,95.0,999.0,10.87
25.55,95.05,580.0,32.54
25.55,95.1,374.0,33.76
25.55,95.15,796.0,17.22
25.55,95.2,647.0,14.93
25.55,95.25,237.0,3.24
25.55,95.3,208.0,9.03
25.55,95.35,213.0,1.97
25.55,95.4,161.0,2.8
25.55,95.45,216.0,2.13
25.55,95.5,211.0,2.19
25.55,95.55,216.0,0.95
25.55,95.6,218.0,0.55
25.55,95.65,225.0,0.82
25.55,95.7,217.0,1.48
25.55,95.75,234.0,0.67
25.55,95.8,238.0,2.07
25.55,95.85,227.0,2.79
25.55,95.9,228.0,1.7
25.55,95.95,267.0,1.31
25.55,96.0,226.0,2.52
25.55,96.05,216.0,0.68
25.55,96.1,375.0,6.28
25.55,96.15,260.0,3.1
25.55,96.2,428.0,10.06
25.55,96.25,416.0,15.27
25.55,96.3,362.0,10.47
25.55,96.35,467.0,4.36
25.55,96.4,297.0,2.47
25.55,96.45,275.0,1.61
25.6,89.5,26.0,0.48
25.6,89.55,23.0,0.27
25.6,89.6,25.0,0.22
25.6,89.65,28.0,0.6
25.6,89.7,25.0,0.22
25.6,89.75,25.0,0.45
25.6,89.8,23.0,0.05
25.6,89.85,29.0,0.16
25.6,89.9,24.0,0.11
25.6,89.95,31.0,0.68
25.6,90.0,36.0,0.47
25.6,90.05,108.0,4.61
25.6,90.1,306.0,12.35
25.6,90.15,393.0,4.42
25.6,90.2,376.0,2.46
25.6,90.25,385.0,4.01
25.6,90.3,751.0,1.66
25.6,90.35,722.0,2.32
25.6,90.4,700.0,7.26
25.6,90.45,467.0,0.44
25.6,90.5,394.0,10.03
25.6,90.55,350.0,6.94
25.6,90.6,497.0,8.32
25.6,90.65,472.0,17.7
25.6,90.7,396.0,1.74
25.6,90.75,339.0,0.72
25.6,90.8,418.0,3.87
25.6,90.85,569.0,6.3
25.6,90.9,709.0,8.61
25.6,90.95,753.0,4.73
25.6,91.0,948.0,4.67
25.6,91.05,869.0,3.8
25.6,91.1,964.0,7.69
25.6,91.15,1103.0,7.52
25.6,91.2,1222.0,2.23
25.6,91.25,1377.0,2.14
25.6,91.3,1423.0,6.02
25.6,91.35,1637.0,8.44
25.6,91.4,1591.0,7.78
25.6,91.45,1384.0,7.86
25.6,91.5,1535.0,4.93
25.6,91.55,1592.0,4.09
25.6,91.6,1624.0,3.21
25.6,91.65,1609.0,2.84
25.6,91.7,1537.0,7.16
25.6,91.75,1676.0,1.97
25.6,91.8,1703.0,8.34
25.6,91.85,1043.0,2.55
25.6,91.9,1440.0,5.43
25.6,91.95,1349.0,6.37
25.6,92.0,1240.0,17.07
25.6,92.05,1114.0,2.16
25.6,92.1,964.0,9.68
25.6,92.15,1061.0,4.95
25.6,92.2,1141.0,5.8
25.6,92.25,1172.0,3.13
25.6,92.3,1146.0,4.24
25.6,92.35,1062.0,2.03
25.6,92.4,1036.0,10.82
25.6,92.45,940.0,1.59
25.6,92.5,878.0,5.18
25.6,92.55,798.0,7.35
25.6,92.6,749.0,5.04
25.6,92.65,686.0,12.09
25.6,92.7,316.0,8.82
25.6,92.75,271.0,3.04
25.6,92.8,314.0,3.3
25.6,92.85,229.0,4.01
25.6,92.9,160.0,1.71
25.6,92.95,120.0,1.22
25.6,93.0,191.0,5.46
25.6,93.05,204.0,4.79
25.6,93.1,246.0,2.71
25.6,93.15,321.0,4.69
25.6,93.2,354.0,6.01
25.6,93.25,433.0,15.47
25.6,93.3,452.0,2.94
25.6,93.35,323.0,1.87
25.6,93.4,247.0,2.17
25.6,93.45,272.0,1.42
25.6,93.5,297.0,6.14
25.6,93.55,312.0,8.34
25.6,93.6,366.0,2.21
25.6,93.65,432.0,2.75
25.6,93.7,471.0,7.31
25.6,93.75,683.0,10.76
25.6,93.8,1069.0,16.87
25.6,93.85,1863.0,28.13
25.6,93.9,1457.0,19.87
25.6,93.95,2004.0,22.61
25.6,94.0,2674.0,4.95
25.6,94.05,2694.0,22.38
25.6,94.1,1797.0,18.06
25.6,94.15,1265.0,21.52
25.6,94.2,1333.0,21.33
25.6,94.25,1281.0,23.67
25.6,94.3,2207.0,14.92
25.6,94.35,1462.0,17.64
25.6,94.4,1321.0,14.52
25.6,94.45,779.0,10.54
25.6,94.5,982.0,27.1
25.6,94.55,1085.0,21.46
25.6,94.6,1238.0,24.32
25.6,94.65,927.0,22.94
25.6,94.7,1244.0,12.31
25.6,94.75,2036.0,14.23
25.6,94.8,1210.0,23.68
25.6,94.85,799.0,25.76
25.6,94.9,934.0,29.15
25.6,94.95,1671.0,25.9
25.6,95.0,491.0,26.21
25.6,95.05,1848.0,25.83
25.6,95.1,1144.0,27.2
25.6,95.15,331.0,11.16
25.6,95.2,944.0,17.57
25.6,95.25,273.0,7.55
25.6,95.3,213.0,4.98
25.6,95.35,189.0,1.01
25.6,95.4,168.0,0.58
25.6,95.45,184.0,2.71
25.6,95.5,197.0,1.25
25.6,95.55,203.0,0.37
25.6,95.6,212.0,1.31
25.6,95.65,243.0,2.11
25.6,95.7,256.0,0.67
25.6,95.75,241.0,2.09
25.6,95.8,216.0,2.86
25.6,95.85,240.0,1.32
25.6,95.9,325.0,7.05
25.6,95.95,263.0,7.08
25.6,96.0,247.0,1.1
25.6,96.05,251.0,1.11
25.6,96.1,789.0,12.26
25.6,96.15,626.0,13.58
25.6,96.2,382.0,22.0
25.6,96.25,608.0,7.95
25.6,96.3,269.0,8.08
25.6,96.35,292.0,11.2
25.6,96.4,335.0,0.84
25.6,96.45,319.0,7.67
25.65,89.5,25.0,0.3
25.65,89.55,29.0,0.19
25.65,89.6,29.0,0.44
25.65,89.65,30.0,0.06
25.65,89.7,21.0,0.41
25.65,89.75,17.0,0.09
25.65,89.8,28.0,0.79
25.65,89.85,30.0,0.45
25.65,89.9,27.0,0.33
25.65,89.95,24.0,0.06
25.65,90.0,112.0,1.85
25.65,90.05,62.0,4.23
25.65,90.1,201.0,4.44
25.65,90.15,294.0,3.95
25.65,90.2,417.0,1.45
25.65,90.25,442.0,5.07
25.65,90.3,432.0,7.67
25.65,90.35,567.0,1.08
25.65,90.4,451.0,1.04
25.65,90.45,322.0,13.2
25.65,90.5,397.0,8.99
25.65,90.55,409.0,1.14
25.65,90.6,298.0,2.02
25.65,90.65,303.0,1.49
25.65,90.7,358.0,3.6
25.65,90.75,380.0,1.19
25.65,90.8,381.0,5.38
25.65,90.85,602.0,6.11
25.65,90.9,700.0,3.66
25.65,90.95,788.0,4.18
25.65,91.0,785.0,9.64
25.65,91.05,962.0,2.03
25.65,91.1,1020.0,4.75
25.65,91.15,1178.0,5.19
25.65,91.2,1442.0,3.83
25.65,91.25,1593.0,6.36
25.65,91.3,1443.0,0.94
25.65,91.35,1535.0,7.04
25.65,91.4,1551.0,3.17
25.65,91.45,1085.0,19.01
25.65,91.5,1072.0,6.52
25.65,91.55,1231.0,7.99
25.65,91.6,1423.0,3.13
25.65,91.65,1444.0,3.67
25.65,91.7,1368.0,10.09
25.65,91.75,945.0,6.7
25.65,91.8,996.0,3.45
25.65,91.85,995.0,10.18
25.65,91.9,1091.0,17.71
25.65,91.95,1094.0,5.66
25.65,92.0,926.0,3.21
25.65,92.05,972.0,14.66
25.65,92.1,883.0,6.17
25.65,92.15,836.0,0.43
25.65,92.2,1023.0,1.26
25.65,92.25,1035.0,6.32
25.65,92.3,997.0,4.03
25.65,92.35,923.0,9.06
25.65,92.4,827.0,1.72
25.65,92.45,797.0,0.71
25.65,92.5,812.0,5.0
25.65,92.55,846.0,8.74
25.65,92.6,751.0,2.17
25.65,92.65,702.0,4.87
25.65,92.7,653.0,2.47
25.65,92.75,374.0,1.29
25.65,92.8,259.0,4.59
25.65,92.85,175.0,5.92
25.65,92.9,144.0,1.91
25.65,92.95,247.0,2.29
25.65,93.0,211.0,6.92
25.65,93.05,268.0,3.36
25.65,93.1,215.0,2.4
25.65,93.15,243.0,5.1
25.65,93.2,341.0,12.64
25.65,93.25,362.0,8.31
25.65,93.3,401.0,1.59
25.65,93.35,319.0,4.55
25.65,93.4,282.0,0.5
25.65,93.45,248.0,1.64
25.65,93.5,226.0,1.81
25.65,93.55,235.0,2.34
25.65,93.6,239.0,1.67
25.65,93.65,318.0,0.55
25.65,93.7,336.0,1.33
25.65,93.75,528.0,2.82
25.65,93.8,548.0,8.47
25.65,93.85,779.0,20.21
25.65,93.9,1287.0,25.08
25.65,93.95,2496.0,13.16
25.65,94.0,1806.0,21.59
25.65,94.05,1480.0,17.35
25.65,94.1,1613.0,16.17
25.65,94.15,1094.0,12.08
25.65,94.2,1063.0,14.15
25.65,94.25,1526.0,19.99
25.65,94.3,1704.0,20.71
25.65,94.35,2073.0,19.83
25.65,94.4,1250.0,21.71
25.65,94.45,1338.0,21.22
25.65,94.5,1548.0,26.6
25.65,94.55,895.0,12.75
25.65,94.6,651.0,23.84
25.65,94.65,737.0,21.13
25.65,94.7,870.0,6.86
25.65,94.75,1996.0,20.11
25.65,94.8,1750.0,16.21
25.65,94.85,697.0,33.04
25.65,94.9,2244.0,29.11
25.65,94.95,1778.0,19.85
25.65,95.0,883.0,34.01
25.65,95.05,1017.0,15.03
25.65,95.1,1897.0,34.86
25.65,95.15,1268.0,32.69
25.65,95.2,742.0,8.78
25.65,95.25,654.0,8.76
25.65,95.3,357.0,6.37
25.65,95.35,236.0,13.06
25.65,95.4,174.0,7.22
25.65,95.45,233.0,2.16
25.65,95.5,229.0,2.87
25.65,95.55,205.0,1.57
25.65,95.6,218.0,2.59
25.65,95.65,222.0,2.38
25.65,95.7,255.0,0.37
25.65,95.75,209.0,2.46
25.65,95.8,239.0,2.03
25.65,95.85,250.0,2.9
25.65,95.9,267.0,7.08
25.65,95.95,312.0,7.82
25.65,96.0,358.0,1.99
25.65,96.05,277.0,2.62
25.65,96.1,705.0,18.8
25.65,96.15,712.0,23.68
25.65,96.2,576.0,10.41
25.65,96.25,668.0,4.87
25.65,96.3,361.0,8.9
25.65,96.35,252.0,3.44
25.65,96.4,404.0,4.79
25.65,96.45,323.0,5.42
25.7,89.5,29.0,0.29
25.7,89.55,30.0,0.36
25.7,89.6,32.0,0.23
25.7,89.65,27.0,0.68
25.7,89.7,18.0,0.25
25.7,89.75,18.0,0.11
25.7,89.8,24.0,0.38
25.7,89.85,26.0,0.19
25.7,89.9,28.0,0.26
25.7,89.95,107.0,3.15
25.7,90.0,31.0,1.42
25.7,90.05,73.0,2.97
25.7,90.1,166.0,3.15
25.7,90.15,316.0,3.02
25.7,90.2,186.0,1.12
25.7,90.25,351.0,4.55
25.7,90.3,452.0,6.43
25.7,90.35,511.0,12.01
25.7,90.4,378.0,1.73
25.7,90.45,338.0,1.13
25.7,90.5,128.0,4.63
25.7,90.55,266.0,1.91
25.7,90.6,229.0,6.83
25.7,90.65,263.0,5.31
25.7,90.7,309.0,0.98
25.7,90.75,338.0,4.4
25.7,90.8,356.0,10.09
25.7,90.85,449.0,16.48
25.7,90.9,554.0,2.3
25.7,90.95,558.0,0.57
25.7,91.0,869.0,4.49
25.7,91.05,805.0,4.78
25.7,91.1,885.0,2.94
25.7,91.15,1055.0,21.15
25.7,91.2,1177.0,6.06
25.7,91.25,1068.0,27.23
25.7,91.3,1201.0,2.93
25.7,91.35,1088.0,9.39
25.7,91.4,1169.0,14.12
25.7,91.45,1027.0,26.55
25.7,91.5,1129.0,10.4
25.7,91.55,1149.0,8.31
25.7,91.6,1346.0,9.85
25.7,91.65,1012.0,17.05
25.7,91.7,844.0,1.82
25.7,91.75,951.0,11.48
25.7,91.8,837.0,1.58
25.7,91.85,843.0,2.66
25.7,91.9,871.0,2.33
25.7,91.95,959.0,4.03
25.7,92.0,888.0,0.64
25.7,92.05,909.0,9.59
25.7,92.1,912.0,15.75
25.7,92.15,812.0,0.84
25.7,92.2,822.0,0.95
25.7,92.25,796.0,1.56
25.7,92.3,886.0,2.83
25.7,92.35,865.0,10.54
25.7,92.4,856.0,1.24
25.7,92.45,897.0,10.48
25.7,92.5,836.0,4.66
25.7,92.55,851.0,8.91
25.7,92.6,672.0,3.11
25.7,92.65,602.0,0.26
25.7,92.7,502.0,7.52
25.7,92.75,343.0,3.33
25.7,92.8,204.0,12.98
25.7,92.85,151.0,2.43
25.7,92.9,133.0,1.35
25.7,92.95,133.0,0.27
25.7,93.0,269.0,17.05
25.7,93.05,182.0,4.72
25.7,93.1,268.0,9.58
25.7,93.15,261.0,5.31
25.7,93.2,241.0,18.19
25.7,93.25,234.0,8.02
25.7,93.3,253.0,2.52
25.7,93.35,212.0,3.07
25.7,93.4,278.0,2.62
25.7,93.45,280.0,0.63
25.7,93.5,223.0,0.25
25.7,93.55,194.0,2.85
25.7,93.6,241.0,8.0
25.7,93.65,299.0,5.17
25.7,93.7,304.0,4.64
25.7,93.75,399.0,7.81
25.7,93.8,466.0,1.8
25.7,93.85,375.0,1.3
25.7,93.9,595.0,6.0
25.7,93.95,1064.0,18.47
25.7,94.0,1794.0,21.17
25.7,94.05,949.0,10.41
25.7,94.1,1361.0,9.32
25.7,94.15,1161.0,4.84
25.7,94.2,1052.0,20.12
25.7,94.25,979.0,18.96
25.7,94.3,1243.0,24.54
25.7,94.35,1701.0,17.76
25.7,94.4,1964.0,21.05
25.7,94.45,1200.0,24.81
25.7,94.5,841.0,29.26
25.7,94.55,845.0,29.03
25.7,94.6,1175.0,32.94
25.7,94.65,1022.0,23.31
25.7,94.7,592.0,23.06
25.7,94.75,1147.0,27.24
25.7,94.8,1872.0,31.08
25.7,94.85,750.0,20.67
25.7,94.9,1855.0,7.72
25.7,94.95,1568.0,20.75
25.7,95.0,1825.0,31.92
25.7,95.05,2446.0,25.31
25.7,95.1,2194.0,21.64
25.7,95.15,1381.0,28.1
25.7,95.2,909.0,32.55
25.7,95.25,973.0,7.95
25.7,95.3,427.0,7.39
25.7,95.35,290.0,14.86
25.7,95.4,236.0,7.74
25.7,95.45,193.0,5.05
25.7,95.5,178.0,7.08
25.7,95.55,221.0,2.98
25.7,95.6,224.0,1.76
25.7,95.65,212.0,2.2
25.7,95.7,278.0,2.91
25.7,95.75,324.0,11.64
25.7,95.8,225.0,3.01
25.7,95.85,207.0,0.18
25.7,95.9,277.0,4.4
25.7,95.95,361.0,3.24
25.7,96.0,257.0,0.74
25.7,96.05,486.0,15.95
25.7,96.1,459.0,13.22
25.7,96.15,1303.0,9.94
25.7,96.2,601.0,21.84
25.7,96.25,851.0,2.4
25.7,96.3,497.0,12.56
25.7,96.35,262.0,1.56
25.7,96.4,271.0,1.29
25.7,96.45,296.0,2.43
25.75,89.5,30.0,0.83
25.75,89.55,34.0,0.59
25.75,89.6,29.0,0.2
25.75,89.65,30.0,0.34
25.75,89.7,28.0,0.29
25.75,89.75,20.0,0.0
25.75,89.8,27.0,1.21
25.75,89.85,21.0,0.0
25.75,89.9,26.0,0.34
25.75,89.95,25.0,0.33
25.75,90.0,41.0,0.94
25.75,90.05,79.0,10.4
25.75,90.1,178.0,0.94
25.75,90.15,191.0,2.62
25.75,90.2,142.0,6.5
25.75,90.25,158.0,3.26
25.75,90.3,334.0,3.03
25.75,90.35,375.0,8.67
25.75,90.4,324.0,1.28
25.75,90.45,286.0,2.66
25.75,90.5,201.0,0.99
25.75,90.55,241.0,3.02
25.75,90.6,192.0,4.56
25.75,90.65,227.0,2.67
25.75,90.7,353.0,6.85
25.75,90.75,263.0,12.7
25.75,90.8,304.0,10.43
25.75,90.85,628.0,6.0
25.75,90.9,633.0,3.54
25.75,90.95,698.0,10.83
25.75,91.0,591.0,4.14
25.75,91.05,814.0,5.92
25.75,91.1,709.0,19.61
25.75,91.15,758.0,11.05
25.75,91.2,1022.0,1.48
25.75,91.25,827.0,5.98
25.75,91.3,771.0,14.42
25.75,91.35,783.0,10.37
25.75,91.4,390.0,12.48
25.75,91.45,939.0,2.01
25.75,91.5,578.0,5.53
25.75,91.55,648.0,7.14
25.75,91.6,753.0,16.88
25.75,91.65,809.0,4.35
25.75,91.7,830.0,6.49
25.75,91.75,731.0,3.34
25.75,91.8,710.0,4.23
25.75,91.85,783.0,3.53
25.75,91.9,803.0,18.36
25.75,91.95,983.0,4.18
25.75,92.0,901.0,16.2
25.75,92.05,906.0,10.74
25.75,92.1,933.0,4.57
25.75,92.15,864.0,2.7
25.75,92.2,937.0,2.37
25.75,92.25,792.0,10.45
25.75,92.3,748.0,2.09
25.75,92.35,816.0,5.73
25.75,92.4,929.0,2.97
25.75,92.45,839.0,3.15
25.75,92.5,762.0,2.82
25.75,92.55,704.0,3.24
25.75,92.6,815.0,4.29
25.75,92.65,451.0,8.86
25.75,92.7,399.0,2.17
25.75,92.75,170.0,10.28
25.75,92.8,113.0,2.98
25.75,92.85,89.0,1.95
25.75,92.9,93.0,1.01
25.75,92.95,140.0,0.69
25.75,93.0,129.0,2.39
25.75,93.05,183.0,6.51
25.75,93.1,184.0,1.29
25.75,93.15,136.0,1.19
25.75,93.2,153.0,0.36
25.75,93.25,142.0,2.78
25.75,93.3,189.0,1.38
25.75,93.35,235.0,2.13
25.75,93.4,252.0,0.64
25.75,93.45,231.0,2.32
25.75,93.5,230.0,1.45
25.75,93.55,200.0,1.79
25.75,93.6,179.0,1.16
25.75,93.65,191.0,0.75
